0;28801;-2.4420857;4.232949;8.829816
0;28853;-2.432509;4.2521024;8.801085
0;28904;-2.432509;4.223372;8.839393
0;28953;-2.384625;4.2521024;8.848969
0;29003;-2.4420857;4.2042184;8.810662
0;29053;-2.327164;4.1659107;8.868123
0;29103;-2.3942018;4.1371803;8.916007
0;29153;-2.4420857;4.280833;8.90643
0;29203;-2.2888567;4.10845;8.983045
0;29253;-2.4133554;4.185065;8.90643
0;29303;-2.4229321;4.2042184;8.810662
0;29353;-2.3463178;4.1371803;8.935161
0;29404;-2.4899697;4.1946416;8.858546
0;29453;-2.2984335;4.175488;8.887277
0;29503;-2.4133554;4.175488;8.8777
0;29553;-2.4516625;4.146757;8.90643
0;29604;-2.3558946;4.146757;8.887277
0;29654;-2.4037786;4.156334;8.935161
0;29704;-2.384625;4.2042184;8.983045
0;29753;-2.2697031;4.1659107;8.839393
0;29804;-2.327164;4.1659107;8.896853
0;29853;-2.4708161;4.2521024;9.021352
0;29903;-2.336741;4.185065;8.983045
0;29953;-2.5474305;4.4723687;8.839393
0;30003;-2.9496565;4.3382936;8.935161
0;30053;-2.2026656;3.9264908;9.155427
0;30103;-2.4516625;6.5026517;7.9870567
0;30153;-2.0398598;6.4547677;7.9391727
0;30203;-1.5897499;5.583278;8.2169
0;30253;-1.6376339;5.209783;8.781932
0;30303;-1.6950948;3.7828386;9.097966
0;30353;-1.8004397;3.1794999;9.002198
0;30403;-2.183512;3.323152;8.90643
0;30453;-2.327164;4.2042184;8.839393
0;30503;-2.2409728;4.2521024;8.485051
0;30553;-2.432509;4.5872903;8.39886
0;30604;-2.2601264;4.357447;8.197746
0;30653;-3.1411927;5.1523223;10.486604
0;30703;-2.96881;4.644751;8.542512
0;30754;-3.1411927;4.462792;8.552089
0;30814;-2.9879637;4.7500963;8.724471
0;30912;-2.231396;4.5202527;8.7532015
0;30913;-2.7006595;4.2904096;8.829816
0;30950;-2.3080103;4.261679;9.059659
0;31000;-2.633622;4.31914;8.935161
0;31055;-2.4516625;4.3287168;8.724471
0;31099;-2.5378537;4.309563;8.724471
0;31149;-2.3558946;4.232949;8.916007
0;31201;-2.2888567;4.2425256;8.954314
0;31261;-2.4229321;4.2042184;8.8777
0;31303;-2.3942018;4.185065;8.887277
0;31354;-2.4037786;4.175488;8.916007
0;31403;-2.3654714;4.1946416;8.916007
0;31453;-2.4229321;4.175488;8.887277
0;31503;-2.384625;4.1659107;8.90643
0;31553;-2.336741;4.156334;8.887277
0;31603;-2.2505496;4.1371803;8.896853
0;31653;-2.585738;4.223372;8.8777
0;31703;-2.566584;4.223372;8.848969
0;31754;-2.480393;4.213795;8.896853
0;31803;-2.4995465;4.2042184;8.896853
0;31853;-2.3558946;4.232949;8.896853
0;31903;-2.3750482;4.1659107;8.887277
0;31953;-2.4899697;4.213795;8.8777
0;32003;-2.6048915;4.2425256;8.896853
0;32053;-2.4612393;4.156334;8.963891
0;32103;-2.3654714;4.357447;8.983045
0;32153;-2.2984335;4.4915223;9.030929
0;32203;-2.6431987;5.592855;8.274361
0;32253;-2.3175871;5.1523223;7.8625584
0;32303;-3.9935284;4.357447;8.054094
0;32353;-3.7732618;4.903325;8.322245
0;32403;-3.265691;4.9703627;8.226477
0;32451;-3.4476504;3.6391866;8.762778
0;32503;-2.4612393;1.9919758;9.212888
0;32552;-2.1547816;2.3654714;9.155427
0;32603;-2.27928;4.5777135;8.542512
0;32653;-2.231396;5.6790466;8.513782
0;32703;-2.327164;7.690176;8.236053
0;32753;0;9.375694;7.3071036
0;32803;-1.9728222;3.217807;8.791509
0;32853;-4.6351743;3.5051112;8.963891
0;32903;-2.1068976;4.175488;9.32781
0;32954;-1.5610195;4.10845;9.136273
0;33002;-2.4229321;4.4819455;8.6574335
0;33054;-2.4133554;4.5872903;8.66701
0;33103;-2.0111294;4.673482;8.973468
0;33153;-2.0685902;4.510676;8.734048
0;33203;-2.72939;4.462792;8.676587
0;33253;-2.585738;4.2042184;8.925584
0;33303;-2.135628;4.060566;9.059659
0;33353;-2.2505496;4.0701427;9.002198
0;33403;-2.480393;4.414908;8.714894
0;33453;-2.4612393;4.501099;8.695741
0;33503;-2.3175871;4.3861775;8.858546
0;33553;-2.3654714;4.2999864;8.829816
0;33603;-2.719813;4.271256;8.810662
0;33653;-2.3654714;4.414908;8.829816
0;33703;-2.432509;4.4819455;8.839393
0;33753;-2.834735;4.1276035;9.107543
0;33803;-2.7389667;4.232949;9.270349
0;33852;-2.087744;4.5394063;9.040505
0;33902;-2.5953147;4.960786;8.475474
0;33951;-2.7485435;5.2289367;8.2169
0;34003;-2.9400797;5.449203;8.599973
0;34053;-2.9017725;5.899313;8.101978
0;34103;-3.2369606;7.153875;7.422025
0;34153;-2.2984335;2.8538885;9.56723
0;34203;-2.384625;1.8770541;8.848969
0;34253;-3.265691;2.5761611;9.078813
0;34303;-2.8634653;3.1411927;9.088389
0;34353;-2.7102363;4.9320555;9.433155
0;34403;-2.9113493;5.171476;8.619126
0;34454;-3.3423057;6.081272;8.90643
0;34503;-3.0071173;6.2249246;7.8529816
0;34553;-2.5474305;5.8226986;7.029376
0;34603;-2.0973208;7.632715;7.575254
0;34653;-2.2984335;6.253655;7.038953
0;34703;-2.0685902;5.21936;6.4068837
0;34753;-1.5993267;12.248735;6.8665705
0;34803;-4.414908;7.6710224;8.130709
0;34853;-2.5187001;3.074155;9.32781
0;34903;-0.842759;4.9320555;9.107543
0;34953;-2.834735;3.9935284;9.021352
0;35003;-2.27928;4.2521024;8.944737
0;35053;-2.135628;4.0414124;9.050082
0;35103;-1.8770541;4.1276035;9.107543
0;35153;-2.0590134;4.175488;9.088389
0;35203;-2.2601264;4.405331;8.772355
0;35253;-2.0207062;4.3766007;8.983045
0;35303;-2.2218192;4.261679;8.868123
0;35353;-2.0398598;4.271256;8.90643
0;35403;-2.2601264;4.3957543;8.858546
