0;24952;2,566584;3,9552212;8,887277;;;0,425820202;9,718340618;2,566584;;angle téléphone/sol (degré);radian
0;25003;2,5570073;3,9264908;8,916007;;;0,464351288;9,731232641;2,5570073;;26,5;0,462512252
0;25053;2,5570073;3,9264908;8,90643;;;0,460078051;9,722661854;2,5570073;;;
0;25102;2,5378537;3,916914;8,935161;;;0,481468368;9,744101066;2,5378537;;;
0;25153;2,5187001;3,9264908;8,925584;;;0,468624524;9,739803427;2,5187001;;;9,406629777
0;25203;2,528277;3,9264908;8,90643;;;0,460078051;9,722661854;2,528277;;;
0;25253;2,566584;3,9073372;8,896853;;;0,47294603;9,705544774;2,566584;;;
0;25303;2,5474305;3,9264908;8,916007;;;0,464351288;9,731232641;2,5474305;;;
0;25353;2,566584;3,9456444;8,90643;;;0,442936836;9,731208149;2,566584;;;
0;25403;2,5378537;3,9360676;8,916007;;;0,45578068;9,735505788;2,5378537;;;
0;25453;2,5474305;3,9456444;8,896853;;;0,4386636;9,722637362;2,5474305;;;
0;25503;2,5474305;3,9360676;8,916007;;;0,45578068;9,735505788;2,5474305;;;
0;25553;2,5570073;3,9360676;8,90643;;;0,451507444;9,726935002;2,5570073;;;
0;25603;2,5378537;3,9456444;8,90643;;;0,442936836;9,731208149;2,5378537;;;
0;25652;2,5570073;3,9360676;8,90643;;;0,451507444;9,726935002;2,5570073;;;
0;25703;2,5570073;3,964798;8,887277;;;0,417249595;9,722613765;2,5570073;;;
0;25753;2,5187001;3,9935284;8,896853;;;0,395810563;9,744003098;2,5187001;;;
0;25803;2,4899697;4,223372;8,7532015;;;0,126018642;9,718000147;2,4899697;;;
0;25853;2,3942018;5,056554;8,341399;;;-0,803369934;9,721227926;2,3942018;;;
0;25903;2,4037786;4,817134;8,494628;;;-0,520734304;9,751529142;2,4037786;;;
0;25953;2,7102363;4,2425256;8,63828;;;0,057599706;9,623699242;2,7102363;;;
0;26003;2,930503;3,86903;8,695741;;;0,417492725;9,508470145;2,930503;;;
0;26053;2,3942018;4,003105;9,059659;;;0,459883816;9,89397684;2,3942018;;;
0;26103;2,0973208;3,620033;9,528923;;;1,012092682;10,14301143;2,0973208;;;
0;26153;2,4420857;4,1180267;9,251195;;;0,442499382;10,1166668;2,4420857;;;
0;26203;2,4420857;4,673482;8,647857;;;-0,323804749;9,824561832;2,4420857;;;
0;26253;2,1452048;4,8458643;8,513782;;;-0,537899564;9,781490112;2,1452048;;;
0;26303;2,2888567;5,0278234;8,0924015;;;-0,888760073;9,485571976;2,2888567;;;
0;26352;2,4995465;3,821146;11,109096;;;1,537179485;11,64689873;2,4995465;;;
0;26403;2,2601264;4,855441;10,91756;;;0,526090405;11,93698674;2,2601264;;;
0;26453;2,3463178;4,9799395;9,892841;;;-0,042554958;11,07548146;2,3463178;;;
0;26501;3,916914;0,4405331;11,654974;;;4,806175702;10,62700162;3,916914;;;
0;26612;2,7485435;-2,2122424;7,7093296;;;5,419697748;5,912246243;2,7485435;;;
0;26613;2,825158;1,3311762;8,935161;;;2,795533975;8,590350515;2,825158;;;
0;26649;1,6759412;10,754754;9,299079;;;-5,475570191;13,12081304;1,6759412;;;
0;26699;2,6144683;10,371682;5,142745;;;-6,987293037;9,23024104;2,6144683;;;
0;26750;2,9113493;8,954314;5,506664;;;-5,556461849;8,923498156;2,9113493;;;
0;26806;1,3311762;5,45878;8,2169;;;-1,218886984;9,789281854;1,3311762;;;
0;26854;1,0726024;2,681506;9,270349;;;1,73663759;9,492835977;1,0726024;;;
0;26903;1,532289;1,5897499;9,423578;;;2,782058083;9,14282669;1,532289;;;
0;26963;5,449203;2,3463178;9,337387;;;2,066521237;9,403270345;5,449203;;;
0;27002;0,91937345;3,964798;9,892841;;;0,865930053;10,62252754;0,91937345;;;
0;27049;2,3175871;3,2944214;9,050082;;;1,089835884;9,569192981;2,3175871;;;
0;27100;2,1930888;4,2042184;9,212888;;;0,348270968;10,1208431;2,1930888;;;
0;27149;1,3024458;3,9456444;9,203311;;;0,575404489;9,996897157;1,3024458;;;
0;27209;1,2641385;3,9552212;9,097966;;;0,519829173;9,906893444;1,2641385;;;
0;27253;2,825158;4,5777135;8,686164;;;-0,221005728;9,816112387;2,825158;;;
0;27303;2,2026656;4,510676;8,810662;;;-0,10546083;9,897617939;2,2026656;;;
